"","CK0d1","CK0d2","CK0d3","CK3d1","CK3d2","CK3d3","CK10d1","CK10d2","CK10d3","CK30d1","CK30d2","CK30d3","CK45d1","CK45d2","CK45d3","Lp0d1","Lp0d2","Lp0d3","Lp3d1","Lp3d2","Lp3d3","Lp10d1","Lp10d2","Lp10d3","Lp30d1","Lp30d2","Lp30d3","Lp45d1","Lp45d2","Lp45d3","taxonomy"
"729",1,3,2,3,3,0,0,0,1,2,1,9,3,12,2,5,3,4,1,2,5,6,2,3,5,1,7,0,2,1,"Staphylococcus sp. GDX8P47P"
"730",2,7,7,10,3,3,3,4,2,0,3,4,4,1,1,0,1,2,6,3,4,2,3,3,3,3,0,1,1,3,"Melittangium boletus"
"731",3,0,2,8,1,5,6,2,4,3,7,2,2,3,5,3,1,4,0,1,0,3,5,3,4,7,2,0,1,2,"Pseudonocardia hierapolitana"
"732",12,6,5,4,1,6,1,4,3,0,1,2,0,0,1,6,3,2,1,1,2,3,4,0,2,5,5,5,2,1,"Priestia megaterium"
"733",6,2,6,6,4,2,2,1,2,2,3,4,1,1,4,2,5,6,1,8,6,3,2,3,1,0,2,0,2,1,"Synergistetes bacterium"
"734",3,1,1,2,2,2,2,2,4,2,1,6,3,9,2,5,2,5,3,3,6,2,1,3,2,2,5,2,1,4,"Unclassified_g_Legionella"
"735",5,4,2,1,0,0,2,3,0,5,0,4,0,9,3,2,2,2,0,1,0,2,3,3,5,2,8,9,4,6,"Unclassified_o_Alteromonadales"
"736",3,4,6,5,4,6,5,1,2,3,4,3,4,0,1,3,2,3,3,0,3,3,3,2,3,8,1,0,1,1,"Unclassified_g_Candidatus Cardinium"
"737",3,2,1,8,9,3,5,5,2,0,4,1,3,0,4,6,2,0,3,1,4,3,4,5,1,3,1,1,1,2,"Hymenobacter terrestris"
"738",2,3,5,6,1,5,2,4,2,1,4,1,1,0,2,6,5,6,5,3,1,6,2,5,1,4,2,0,0,1,"Elusimicrobia bacterium"
"739",3,1,2,0,1,1,0,2,2,3,0,3,1,26,0,2,5,4,3,1,3,0,2,1,0,2,16,0,2,0,"Dawidia soli"
"740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,81,1,"Companilactobacillus hulinensis"
"741",0,3,2,0,5,1,1,1,3,1,4,1,2,14,1,4,7,5,1,1,4,3,0,6,1,9,4,0,2,0,"Unclassified_p_Nitrospirae"
"742",1,3,3,1,0,1,2,1,2,2,2,4,1,13,2,4,2,4,3,1,2,3,3,3,7,2,7,3,2,2,"Deltaproteobacteria bacterium HGW-Deltaproteobacteria-2"
"743",3,3,3,2,6,3,2,2,1,5,0,1,1,0,4,10,1,4,2,9,5,2,3,3,1,3,0,2,2,2,"Bacillus sp. 275"
"744",6,2,3,4,3,4,5,3,2,2,1,0,6,0,3,2,3,3,3,5,2,2,3,8,2,2,1,2,3,0,"Bacillus sp. LYLB4"
"745",3,6,2,2,3,2,1,3,0,4,4,4,3,17,0,2,3,2,1,1,2,0,1,1,2,5,8,0,3,0,"Nitrospirae bacterium"
"746",5,4,6,1,1,0,0,0,1,2,2,5,3,11,1,4,4,3,3,1,1,2,1,2,0,3,10,5,3,1,"Erwinia billingiae"
"747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2,"Acetobacter sp. DsW_059"
"748",7,5,1,0,2,4,0,1,0,3,1,7,4,15,3,2,1,5,2,0,1,1,2,3,1,4,3,2,4,1,"Rhodococcus sp. NKCM2511"
"749",5,5,2,2,1,1,3,0,5,3,2,6,2,8,2,0,2,5,2,1,2,1,1,3,2,5,10,0,2,1,"Acetomicrobium sp. S15 = DSM 107314"
"750",1,1,3,2,1,2,3,4,0,2,4,4,2,9,2,1,1,5,2,2,3,2,0,6,5,1,9,4,3,0,"Cellulophaga sp. L1A9"
"751",1,4,3,5,1,2,4,3,3,4,1,7,2,6,1,4,1,0,2,3,1,2,3,2,2,6,7,0,4,0,"Oxalobacteraceae bacterium"
"752",4,2,3,3,2,0,1,2,1,1,0,6,1,14,3,8,4,2,4,0,0,2,1,7,4,3,3,2,1,0,"Companilactobacillus formosensis"
"753",5,2,1,1,0,2,2,3,1,1,5,5,3,11,3,4,4,7,4,0,3,3,1,1,2,0,1,0,7,2,"Arthrobacter sp. B0490"
"754",1,4,2,3,2,1,0,3,1,1,1,4,3,15,2,4,1,6,0,3,0,1,1,3,6,0,8,0,2,6,"Acinetobacter sp. Q66-1"
"755",5,8,5,6,3,5,5,2,4,0,3,3,5,0,1,4,4,2,2,2,5,1,3,1,0,2,1,0,1,1,"Pseudomonas sp. FSL R10-2189"
"756",5,2,2,5,1,3,3,1,2,3,0,3,4,8,4,3,3,5,2,1,1,2,1,4,6,0,5,0,4,0,"Unclassified_c_Flavobacteriia"
"757",5,4,15,2,2,1,1,1,2,1,7,0,1,3,7,3,0,3,5,2,2,2,1,4,0,2,1,1,2,3,"Pantoea agglomerans"
"758",6,2,0,4,0,0,1,0,0,0,6,4,3,12,3,3,5,4,0,2,3,4,4,1,2,4,5,1,4,0,"Polaribacter sp. DS7-9"
"759",0,4,2,1,1,2,1,0,3,1,3,4,0,16,2,2,3,5,2,2,2,3,1,9,1,1,9,1,1,1,"Chryseosolibacter histidini"
"760",1,6,2,1,1,0,2,3,1,3,3,3,0,9,2,2,5,2,1,2,3,0,1,2,2,8,12,4,0,1,"Streptococcus dysgalactiae"
"761",4,0,2,2,3,1,0,1,1,1,3,1,2,1,4,3,1,0,1,2,2,3,2,5,6,10,7,7,2,5,"Desemzia sp. RIT 804"
"762",0,1,0,3,2,0,3,0,2,3,2,6,1,12,6,9,2,6,0,2,0,0,0,2,3,5,5,0,3,4,"Shigella sonnei"
"763",5,2,6,7,4,5,4,0,0,2,4,0,5,0,0,6,4,6,7,3,3,3,1,0,0,0,2,1,0,2,"Paenibacillus sp. AK121"
"764",6,0,4,2,0,0,0,2,3,1,1,8,3,11,2,3,3,5,3,3,1,3,1,3,2,2,5,2,2,1,"candidate division KSB1 bacterium"
"765",1,4,6,6,0,3,2,4,3,2,2,1,3,1,1,7,1,3,5,2,0,3,2,2,2,10,2,0,0,4,"Acinetobacter sp. YH12086"
"766",3,1,2,1,3,1,2,5,2,4,1,5,2,6,4,2,4,4,3,2,3,1,0,5,3,1,4,5,2,0,"Candidatus Methylacidithermus pantelleriae"
"767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2,"Acetobacter cibinongensis"
"768",3,1,4,1,3,3,0,1,1,5,0,1,0,17,1,0,4,4,2,0,1,1,0,5,1,4,8,3,6,1,"Candidatus Nitromaritima sp. SCGC AAA799-A02"
"769",2,4,4,3,3,1,3,3,4,2,3,2,2,0,3,4,6,2,3,5,2,4,5,2,2,2,2,2,0,1,"Spirochaetae bacterium HGW-Spirochaetae-1"
"770",5,3,6,1,4,5,4,1,0,1,1,2,1,0,2,5,4,2,2,5,2,3,1,3,0,2,5,4,4,2,"Enterobacter sp. EGD-HP1"
"771",6,3,3,8,7,2,3,1,3,1,1,0,3,0,2,3,4,3,2,3,4,4,2,0,2,5,0,1,1,3,"Bacillus sp. AF12"
"772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,77,1,0,"Enterococcus hulanensis"
"773",0,4,4,2,0,4,6,1,1,2,1,2,1,4,3,6,3,9,2,0,3,3,0,6,5,2,3,0,1,2,"Pseudonocardiales bacterium"
"774",2,7,3,1,3,0,1,4,1,1,3,4,3,5,3,3,2,0,0,3,1,6,3,5,1,4,3,2,4,2,"Unclassified_o_Oceanospirillales"
"775",2,3,2,0,1,3,1,3,1,3,2,2,5,15,2,2,0,14,0,1,1,1,0,6,3,0,6,0,0,0,"Candidatus Nephrothrix sp. EaCA"
"776",3,1,0,1,0,4,1,2,1,2,1,5,0,11,1,3,0,2,2,2,2,2,1,9,5,5,10,2,1,0,"Acinetobacter sp. YH12227"
"777",6,2,0,3,3,2,2,4,1,3,3,2,2,1,0,1,2,3,2,7,4,3,1,6,3,6,4,0,1,2,"Ochrobactrum soli"
"778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2,"Melissococcus plutonius"
"779",0,1,0,1,2,5,1,0,0,0,1,5,4,13,0,3,7,5,1,1,2,2,3,4,1,1,9,3,2,2,"Mesobacillus subterraneus"
"780",2,2,0,1,6,1,3,3,3,0,1,7,1,9,2,3,7,3,3,0,2,2,3,3,3,2,2,3,2,0,"Unclassified_g_Bradyrhizobium"
"781",2,3,1,7,6,5,1,3,5,0,5,0,3,0,0,6,1,3,1,2,2,7,5,1,2,1,2,0,2,3,"Xanthomonadaceae bacterium"
"782",2,2,8,4,4,1,1,2,2,3,1,2,3,11,1,2,4,2,3,0,4,0,1,6,3,0,3,0,1,2,"Unclassified_g_Endozoicomonas"
"783",1,3,5,1,4,1,1,1,3,1,0,7,4,8,0,1,2,2,3,0,2,2,0,5,1,5,10,1,3,1,"Vibrio marinisediminis"
"784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,74,1,"Enterococcus xiangfangensis"
"785",3,2,1,3,1,0,1,0,1,3,3,2,5,10,3,6,1,4,4,0,2,2,3,5,1,3,4,0,3,2,"Streptomyces minutiscleroticus"
"786",2,2,2,3,0,0,2,1,1,1,0,4,4,18,0,4,4,3,2,1,0,3,3,5,3,1,7,2,0,0,"Xanthomonas citri"
"787",9,2,8,4,4,1,3,0,3,0,2,2,0,0,1,8,4,4,2,3,0,3,3,3,2,1,2,2,1,0,"Mesorhizobium sp. B3-1-7"
"788",0,0,0,0,0,0,0,0,2,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,57,5,"Loigolactobacillus coryniformis"
"789",0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,"Unclassified_g_Lapidilactobacillus"
"790",5,4,0,2,1,3,1,5,0,1,4,1,4,1,3,6,3,1,3,2,1,4,0,5,2,3,5,2,5,0,"Unclassified_g_Pseudooceanicola"
"791",2,5,2,1,1,2,1,2,2,2,1,2,1,9,0,3,2,6,2,1,0,1,3,4,1,6,10,2,2,0,"Streptococcus pyogenes"
"792",2,2,4,2,7,3,4,4,1,1,0,0,3,0,0,3,7,4,6,14,0,1,1,2,1,0,2,0,0,2,"Parcubacteria group bacterium GW2011_GWB1_45_9"
"793",2,4,0,3,3,2,1,1,2,4,2,1,5,5,1,1,2,5,0,5,3,3,3,4,0,5,4,1,1,3,"Streptomyces sp. IpFD-1.1"
"794",0,0,0,0,1,0,0,3,1,4,3,1,2,2,5,0,1,0,0,0,0,1,2,1,6,8,2,18,6,9,"Gallibacterium anatis"
"795",3,2,2,1,5,1,0,2,1,2,1,7,3,11,2,2,2,7,0,2,1,1,3,2,2,1,7,2,0,1,"Candidatus Paracaedibacter symbiosus"
"796",6,2,1,4,2,1,5,1,2,0,3,0,2,2,2,2,5,4,4,4,3,4,4,2,0,2,2,0,3,3,"Lysobacter sp. Cm-3-T8"
"797",3,5,3,1,0,1,1,2,2,3,1,3,0,8,0,2,3,9,2,3,2,1,0,7,1,0,8,1,2,1,"Gelidibacter gilvus"
"798",2,3,2,3,1,4,1,4,0,1,1,1,1,9,0,3,1,1,3,3,5,3,1,4,3,2,6,2,3,2,"Thiothrix sp."
"799",2,1,1,4,2,0,0,3,0,6,1,6,1,9,3,4,2,3,2,1,0,1,0,2,3,4,10,0,3,1,"Odoribacter splanchnicus"
"800",3,7,2,7,8,1,3,4,6,2,0,0,1,0,1,5,0,3,3,1,1,0,4,3,2,2,2,0,1,3,"Nocardioides exalbidus"
"801",1,1,2,1,0,0,3,1,0,4,3,2,1,15,2,4,2,7,2,1,2,4,1,1,4,3,3,2,1,1,"Candidatus Mycosynbacter amalyticus"
"802",5,3,6,4,4,3,3,2,3,2,3,0,4,4,4,2,6,1,1,1,1,4,1,2,2,1,1,0,1,0,"Peribacillus frigoritolerans"
"803",2,3,2,0,2,1,0,3,0,0,4,4,1,12,4,6,0,3,2,2,0,2,0,5,3,4,5,1,1,2,"Halopseudomonas oceani"
"804",1,3,4,5,0,2,2,1,8,3,1,3,4,2,4,4,1,1,3,2,2,4,4,1,1,3,0,1,3,1,"Pseudomonas helleri"
"805",1,3,4,3,2,1,2,3,2,2,2,5,2,3,3,1,1,4,5,2,3,3,3,6,4,1,2,0,0,1,"Actinobacteria bacterium 13_2_20CM_2_71_6"
"806",2,3,2,3,3,2,1,4,4,6,2,2,2,0,2,4,1,2,3,5,6,5,2,1,1,2,1,0,1,1,"Rickettsiales bacterium TMED127"
"807",1,2,5,1,5,2,0,0,0,3,1,4,2,6,4,2,3,5,0,3,2,2,3,4,4,0,5,4,0,0,"Collinsella tanakaei"
"808",1,2,8,3,3,1,2,2,3,1,2,1,3,5,4,3,2,3,3,4,1,2,2,0,3,0,4,1,2,2,"Unclassified_g_Bacteroides"
"809",1,5,2,2,3,1,2,1,1,7,0,2,1,8,0,2,4,3,3,3,0,1,2,0,0,1,9,4,2,3,"Streptomyces canarius"
"810",2,0,2,1,5,0,1,0,1,0,1,5,0,8,1,2,3,5,1,2,5,1,4,4,4,5,6,2,1,1,"Alteribacillus sp. YIM 98480"
"811",1,1,1,2,0,1,1,3,2,0,1,6,0,9,2,3,0,2,2,2,1,1,2,6,4,7,5,1,5,2,"Exiguobacterium sp. RIT594"
"812",5,4,3,1,2,0,2,2,0,4,5,1,0,3,2,1,1,3,2,5,1,5,3,1,3,1,4,5,3,1,"Peptoniphilus ovalis"
"813",2,3,3,1,1,2,1,0,2,3,1,2,1,8,0,1,4,7,1,2,1,2,1,4,3,2,7,1,4,2,"Candidatus Magnetomorum sp. HK-1"
"814",2,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,10,43,"Liquorilactobacillus satsumensis"
"815",0,2,5,7,3,1,2,1,3,4,1,4,0,1,0,3,4,1,2,3,4,2,2,4,2,6,1,1,2,1,"Maioricimonas rarisocia"
"816",3,3,2,5,5,6,1,1,11,1,3,2,1,1,0,0,5,2,5,2,1,3,5,1,1,1,0,0,0,1,"Streptomyces fulvorobeus"
"817",4,4,7,1,4,3,3,2,4,0,1,1,0,0,4,4,1,3,3,1,3,4,2,3,0,0,1,2,5,2,"Alkaliphilus pronyensis"
"818",3,4,0,0,0,0,0,21,1,3,4,2,2,12,1,2,1,0,1,1,0,0,3,0,3,0,6,2,0,0,"Mycolicibacterium neoaurum"
"819",0,2,2,1,3,1,1,2,0,4,1,0,4,8,2,7,3,2,1,2,2,1,4,2,4,2,5,1,2,3,"Omnitrophica WOR_2 bacterium GWA2_47_8"
"820",0,3,1,1,1,1,2,0,1,0,3,1,3,5,2,6,0,2,3,1,4,0,0,4,3,1,13,3,5,2,"Mycobacterium mantenii"
"821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,52,7,"Levilactobacillus suantsaiihabitans"
"822",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,"Acetobacter sp. P5B1"
"823",0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pseudoalteromonas sp. NZS127_1"
"824",0,3,1,2,2,2,2,0,1,2,1,3,6,10,2,1,2,3,1,2,1,2,2,3,4,2,4,3,2,1,"Salmonella sp. sc-h43"
"825",4,2,1,2,5,2,4,1,3,0,1,2,2,1,1,1,4,2,4,5,2,1,1,8,2,3,2,2,1,1,"Unclassified_g_Rhodococcus"
"826",3,11,5,2,1,4,0,4,2,1,3,2,2,0,4,2,2,1,2,1,1,1,1,0,4,4,2,1,2,2,"Geobacillus thermoleovorans"
"827",2,2,1,0,0,1,3,3,1,1,0,3,0,11,0,4,5,7,2,0,0,2,0,5,2,2,6,1,3,2,"Aquimarina sp. TRL1"
"828",3,0,2,4,1,2,0,2,2,3,2,6,2,5,2,1,1,2,4,2,1,6,2,1,1,2,5,0,3,2,"Lentisphaerae bacterium GWF2_52_8"
"829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,66,1,"Skermanella sp. TT6"
"830",1,3,5,0,1,5,2,2,3,5,1,3,4,2,0,3,2,3,2,2,3,3,4,1,5,3,1,0,0,0,"Ruegeria arenilitoris"
"831",3,3,1,0,1,0,6,2,2,1,3,5,0,5,1,5,3,1,1,0,2,3,4,3,0,3,5,0,6,0,"Gelidibacter japonicus"
"832",3,7,4,1,1,0,0,4,0,0,1,2,5,0,2,3,5,2,3,2,2,4,0,2,4,2,2,2,5,1,"Cutibacterium avidum"
"833",6,4,2,3,4,3,2,0,2,0,1,1,1,0,2,8,0,5,3,4,1,1,1,1,0,4,3,3,0,3,"Clostridium botulinum"
"834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2,"Komagataeibacter diospyri"
"835",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66,0,"Gluconobacter sp. Dm-62"
"836",1,7,3,3,2,2,1,1,2,3,0,0,0,8,3,2,1,7,1,0,0,1,3,2,0,4,7,1,3,0,"Bacillus sp. MBGLi97"
"837",0,5,0,4,1,1,2,4,2,3,2,2,1,7,2,7,2,3,1,0,1,1,2,3,2,2,3,2,2,1,"Marinilabiliales bacterium"
"838",2,4,7,4,3,1,2,1,0,0,2,1,5,0,7,2,3,0,6,1,3,5,1,2,0,4,0,0,0,2,"Hyphomonadaceae bacterium TMED5"
"839",0,0,0,1,0,0,0,1,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,1,3,4,2,14,21,10,"Levilactobacillus wangkuiensis"
"840",1,1,3,0,0,0,5,0,0,1,0,4,1,15,2,5,2,3,1,2,0,4,2,3,1,0,3,3,5,0,"Lysobacter sp. N42"
"841",2,7,0,4,6,1,0,5,5,0,2,0,2,2,0,5,3,5,2,1,2,2,1,2,1,2,1,2,2,0,"Unclassified_f_Pseudonocardiaceae"
"842",4,2,2,13,4,4,2,2,2,0,0,2,0,0,1,4,0,3,3,1,1,0,1,3,1,6,2,0,2,2,"Unclassified_g_Mycolicibacterium"
"843",6,5,7,0,8,3,3,2,0,0,1,1,1,0,1,5,2,1,2,4,1,5,2,3,0,3,0,0,0,1,"Paenibacillus sp. M-152"
"844",0,2,0,5,2,5,4,0,2,7,3,0,2,0,2,4,2,5,3,1,0,3,1,5,2,5,0,0,1,1,"Candidatus Uhrbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_48_16"
"845",5,0,1,0,2,0,0,0,2,2,2,3,2,9,0,3,3,5,0,5,3,0,4,4,0,3,6,0,1,2,"Chloroflexi bacterium HGW-Chloroflexi-10"
"846",2,2,3,1,1,1,1,1,0,0,2,3,0,14,2,4,2,5,2,1,0,5,3,2,2,3,3,1,0,1,"Streptomyces apricus"
"847",2,4,0,1,1,0,0,0,3,1,2,4,0,13,0,3,1,5,4,3,1,1,1,2,5,2,6,0,2,0,"Acinetobacter nosocomialis"
"848",2,3,3,4,2,1,1,5,2,3,0,1,0,0,2,5,2,8,2,0,0,4,8,2,0,4,2,1,0,0,"Jeotgalibacillus terrae"
"849",0,3,1,1,0,1,1,1,0,2,1,5,1,16,3,0,2,2,0,1,3,1,1,1,3,3,4,4,4,2,"Unclassified_g_Aquimarina"
"850",1,5,2,3,4,3,2,2,2,0,0,0,2,0,2,1,4,4,2,1,2,4,10,3,2,1,1,0,1,2,"bacterium HR39"
"851",1,2,5,9,3,2,1,1,1,1,2,1,1,0,0,4,4,1,3,3,4,1,1,3,3,1,3,1,2,2,"Bacillus inaquosorum"
"852",2,1,3,2,3,3,3,0,1,1,1,2,0,9,1,1,5,7,1,1,2,1,1,6,3,1,2,1,1,1,"Unclassified_g_Modestobacter"
"853",3,5,5,1,3,4,2,3,2,1,1,0,1,0,0,6,3,4,4,1,2,3,3,2,2,3,1,0,1,0,"Paenibacillus sp. S25"
"854",4,0,5,1,0,1,0,1,1,3,1,6,1,10,3,1,3,1,0,2,2,0,2,2,1,2,8,3,1,1,"Desulfoluna spongiiphila"
"855",4,1,2,1,4,5,2,2,0,2,5,1,1,1,1,5,4,3,3,6,3,2,3,2,2,1,0,0,0,0,"Paenibacillus sp. 23TSA30-6"
"856",0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,14,7,16,3,2,2,0,1,1,0,1,0,4,9,1,"Unclassified_g_Fructobacillus"
"857",1,1,1,1,1,1,2,0,2,2,2,2,2,6,2,3,2,2,0,4,2,1,1,4,2,4,6,1,5,2,"Beggiatoa sp. PS"
"858",1,3,3,1,0,2,3,0,3,1,0,8,0,4,1,0,3,2,1,0,2,4,1,3,2,3,6,2,3,3,"Unclassified_g_Anaeromyxobacter"
"859",1,1,4,1,0,0,1,1,1,4,1,3,1,13,3,1,2,5,1,2,0,0,0,3,3,0,6,5,0,2,"Unclassified_g_Sporosarcina"
"860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,4,"Rhodopseudomonas faecalis"
"861",2,3,2,3,2,1,3,2,3,2,4,3,3,1,4,2,2,4,0,3,0,2,3,0,3,3,0,0,2,3,"uncultured Micromonospora sp."
"862",4,1,0,0,1,3,5,0,2,0,6,3,4,2,0,5,6,2,0,4,3,3,4,1,0,5,1,0,0,0,"Bacillus sp. BC1-43"
"863",3,1,1,0,0,1,1,1,0,4,0,5,0,8,1,1,3,0,3,0,0,4,0,1,3,11,6,3,2,2,"Unclassified_p_Candidatus Margulisbacteria"
"864",2,4,1,4,1,1,0,2,2,2,1,0,0,7,2,0,3,3,3,1,3,1,1,5,1,4,6,3,1,1,"Tumebacillus permanentifrigoris"
"865",2,0,2,1,0,2,3,3,0,0,0,2,0,21,0,1,5,4,2,2,1,4,0,3,2,1,3,1,0,0,"Unclassified_g_Myxococcus"
"866",2,1,4,2,4,2,2,2,2,1,6,3,1,0,2,4,2,8,3,0,2,2,5,0,1,2,0,0,0,2,"Kingella sp. CICC 24913"
"867",3,0,1,2,1,1,0,1,2,0,2,7,1,19,0,1,1,1,3,0,1,0,4,3,0,4,4,0,1,2,"Candidatus Parcubacteria bacterium"
"868",2,2,2,4,3,4,3,2,0,1,3,1,4,1,3,4,2,3,3,2,1,1,1,0,4,3,1,2,0,2,"Nocardioides psychrotolerans"
"869",2,4,1,0,0,0,1,0,2,4,1,4,0,7,1,5,1,6,1,2,1,0,2,1,1,1,12,2,2,0,"Flavobacterium sp. KMS"
"870",4,2,3,2,6,3,7,3,1,0,1,1,2,1,3,7,4,3,2,1,2,1,2,0,1,2,0,0,0,0,"Ignavibacteriales bacterium UTCHB2"
"871",2,5,4,4,6,2,4,2,2,1,0,1,0,0,2,4,2,4,5,0,2,1,2,6,1,1,0,0,0,1,"Paenibacillus sp. lzh-N1"
"872",1,1,1,3,0,2,2,0,1,1,0,3,0,1,5,1,0,1,0,5,0,1,1,1,6,1,0,7,19,0,"Unclassified_g_Listeria"
"873",0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,10,46,"Limosilactobacillus pontis"
"874",3,3,4,7,4,4,1,2,3,1,0,1,1,0,4,1,2,5,2,2,4,1,2,2,0,3,0,2,0,0,"Paenibacillus sp. EKM202P"
"875",3,0,3,4,2,5,3,2,0,3,4,1,1,2,3,3,6,2,1,1,4,3,1,4,0,1,1,0,1,0,"Streptomyces thermodiastaticus"
"876",0,1,2,1,5,1,3,2,2,0,4,0,0,0,1,1,0,0,2,3,2,21,2,3,1,1,1,0,2,2,"Flavobacterium sp. JXAS1"
"877",0,0,0,1,0,0,3,1,0,3,5,3,6,1,6,0,0,0,0,0,0,1,1,3,2,2,3,12,5,5,"Levilactobacillus tujiorum"
"878",1,1,3,3,5,2,1,2,4,1,5,1,3,0,1,3,2,1,6,4,2,1,1,2,1,5,0,0,0,2,"Paenibacillus roseus"
"879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,1,"Companilactobacillus kedongensis"
"880",3,0,2,4,3,2,0,2,0,5,3,4,2,11,1,2,1,2,3,0,0,0,0,1,3,4,4,0,1,0,"Blattabacterium cuenoti"
"881",2,2,1,3,0,5,0,3,1,2,1,2,0,7,4,9,1,3,0,0,0,2,2,2,1,0,4,1,4,1,"Unclassified_o_Pseudomonadales"
"882",3,3,4,3,6,1,5,1,3,0,3,1,2,0,0,4,2,3,2,1,1,1,3,2,2,6,0,0,1,0,"bacterium MnTg02"
"883",1,3,0,0,2,2,2,0,3,2,0,4,3,12,1,0,1,3,1,0,1,2,3,1,2,3,6,0,3,2,"Leptolyngbya sp. NIES-2104"
"884",3,4,5,3,4,2,5,3,1,2,2,5,0,1,2,1,0,3,3,2,5,1,2,2,0,1,0,0,0,0,"Bacillus stercoris"
"885",4,0,0,1,0,0,0,5,1,1,2,4,3,10,1,3,1,4,1,1,1,3,0,1,1,3,7,1,2,1,"Candidatus Dadabacteria bacterium"
"886",3,3,4,0,0,1,0,2,0,3,1,7,0,5,2,0,0,9,4,2,0,0,3,2,1,2,2,1,3,2,"Paenibacillus sp. SCIV0701"
"887",1,1,3,2,0,2,1,0,3,1,2,8,2,8,0,2,1,4,3,4,0,2,2,3,4,0,0,1,1,1,"Desulfovibrio sp. JC022"
"888",1,4,3,3,1,2,8,1,1,1,1,1,2,1,1,1,5,4,1,4,1,4,0,3,2,0,2,1,1,2,"Unclassified_g_Spirosoma"
"889",3,3,1,0,1,1,2,1,1,2,0,2,2,10,2,1,1,6,1,1,1,1,2,3,1,2,6,3,2,0,"Heyndrickxia sporothermodurans"
"890",3,2,2,5,1,0,0,2,2,4,1,2,3,0,0,5,2,6,4,4,4,0,1,4,0,3,0,1,1,0,"Paenibacillus sp. BT-177"
"891",5,3,0,3,4,4,4,3,5,2,0,2,1,0,0,4,2,4,1,2,2,1,2,3,1,1,0,0,1,2,"uncultured bacterium 125003-E23"
"892",1,0,0,0,1,0,1,0,3,1,0,3,3,4,0,1,0,4,1,0,0,1,2,2,1,4,3,19,2,4,"Unclassified_o_Vibrionales"
"893",3,3,2,4,1,2,2,1,1,4,1,1,3,3,2,3,4,2,4,0,2,5,3,4,0,0,1,0,0,0,"Unclassified_o_Streptosporangiales"
"894",6,3,0,3,3,3,4,0,2,0,3,0,2,1,3,5,1,2,4,2,2,2,3,4,2,0,0,0,0,1,"Ilumatobacter coccineus"
"895",2,0,1,1,2,0,2,2,1,5,1,1,0,5,3,2,1,0,2,0,2,0,2,1,2,1,5,8,7,2,"Unclassified_f_Clostridiaceae"
"896",2,1,2,1,0,2,0,0,1,3,4,3,12,5,5,2,1,5,0,1,0,1,0,2,2,1,3,0,2,0,"Lutimaribacter sp. EGI FJ00015"
"897",0,0,0,0,0,0,1,0,0,2,0,0,8,3,6,0,0,0,0,1,0,2,0,0,1,6,0,14,13,4,"Pasteurella testudinis"
"898",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2,"Acetobacter lambici"
"899",5,4,2,2,3,1,2,1,1,2,0,3,0,8,0,4,0,2,0,1,2,1,1,3,1,4,3,2,2,1,"Unclassified_g_Fischerella"
"900",4,3,1,2,1,2,0,0,1,0,3,3,3,7,0,0,2,2,1,1,1,1,2,7,2,0,6,4,1,1,"Planktothrix serta"
